Марка,Модель,Комплектация,Топливо,Объем двигателя,Лошадиные силы,КПП,Степени КПП,Привод,Смешанные расход,Расход в городе,Расход по трассе,Время до 100 км\ч,Год производства,Цена
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7,10,5.3,11.2,2021,1 176 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7,10,5.3,11.2,2021,1 176 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7,10,5.3,11.2,2021,1 176 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 166 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 180 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.7,11.4,5.5,11.2,2021,1 176 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 305 439
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Механика,6,Передний,7.7,11.4,5.5,10.3,2021,1 209 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 219 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 209 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 209 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 219 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 219 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 299 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 289 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 289 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 289 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.8,10.8,6,11.2,2021,1 279 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.7,11.4,5.5,11.2,2021,1 279 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.7,11.4,5.5,11.2,2021,1 279 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.7,11.4,5.5,11.2,2021,1 289 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Prestige),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 289 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 385 957
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 236 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 236 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.8,10.8,6,10.3,2021,1 236 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.7,11.4,5.5,10.3,2021,1 236 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.7,11.4,5.5,10.3,2021,1 236 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (High-Tech),Бензин,1.6,123,Механика,6,Передний,7.7,11.4,5.5,10.3,2021,1 281 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Механика,6,Передний,7,9,5.8,10.3,2021,1 301 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Механика,6,Передний,7,9,5.8,10.3,2021,1 504 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Механика,6,Передний,7,9,5.8,10.3,2021,1 609 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Механика,6,Передний,7,9,5.8,10.3,2021,1 589 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Механика,6,Передний,7,9,5.8,10.3,2021,1 589 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Автомат,6,Передний,7,9,5.8,11.2,2021,1 499 000
Hyundai,Santa Fe,Hyundai Новый Santa Fe Внедорожник (Calligraphy),Бензин,1.6,123,Автомат,6,Передний,7.1,9.2,5.9,11.2,2021,1 574 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Lifestyle),Бензин,1.6,123,Автомат,6,Передний,7.1,9.2,5.9,11.2,2021,1 564 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Lifestyle),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,1 564 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Lifestyle),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,1 655 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Lifestyle),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,2 007 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Lifestyle),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,2 007 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (High-Tech),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,2 127 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (High-Tech),Бензин,1.6,123,Автомат,6,Передний,7.1,10.2,6,11.2,2021,2 127 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (High-Tech),Бензин,1.6,123,Автомат,6,Передний,7.1,10.2,6,11.2,2021,2 692 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (High-Tech),Бензин,1.6,123,Автомат,6,Передний,7.1,10.2,6,11.2,2021,1 759 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (High-Tech),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,1 797 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,1 799 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,1 817 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.1,10.2,6,11.2,2021,1 907 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Prestige),Бензин,1.6,123,Автомат,6,Передний,7.1,10.2,6,11.2,2021,1 907 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Cosmos),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,1 909 000
Hyundai,Palisade,Hyundai Palisade Внедорожник (Cosmos),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,11.2,2021,1 907 000
Hyundai,H-1,Hyundai H-1 Минивэн (Active),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,11.2,2021,1 965 180
Hyundai,H-1,Hyundai H-1 Минивэн (Active),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,11.2,2021,2 211 000
Hyundai,H-1,Hyundai H-1 Минивэн (Family),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,11.2,2021,1 994 088
Hyundai,H-1,Hyundai H-1 Минивэн (Family),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,11.2,2021,2 029 000
Hyundai,H-1,Hyundai H-1 Минивэн (Business),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,2 029 000
Hyundai,H-1,Hyundai H-1 Минивэн (Business),Бензин,1.6,123,Автомат,6,Передний,7.5,9.2,5.9,11.2,2021,2 007 000
Hyundai,H-1,Hyundai H-1 Минивэн (Business),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,1 967 000
Hyundai,H-1,Hyundai H-1 Минивэн (Business),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,2 027 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Pure),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,2 067 180
Infiniti,QX50,Infiniti QX50 Внедорожник (Pure),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,2 307 090
Infiniti,QX50,Infiniti QX50 Внедорожник (Pure),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.2,2021,2 129 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Pure),Бензин,1.6,123,Автомат,6,Передний,7,10.6,6.5,11.2,2021,2 271 580
Infiniti,QX50,Infiniti QX50 Внедорожник (Pure),Бензин,1.6,123,Автомат,6,Передний,7,10.6,6.5,11.2,2021,2 358 270
Infiniti,QX50,Infiniti QX50 Внедорожник (Pure),Бензин,1.6,123,Автомат,6,Передний,7,10.6,6.5,11.2,2021,1 182 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7,10.6,6.5,11.3,2021,1 389 260
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7,9.2,5.9,9.8,2021,1 389 260
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.1,9.2,5.9,9.8,2021,1 396 900
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.1,10.2,6,9.8,2021,1 217 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,9.8,2021,1 207 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe Navi),Бензин,1.6,123,Автомат,6,Передний,7.5,10.6,6.5,11.3,2021,1 242 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe Navi),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,11.3,2021,1 315 621
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,9.8,2021,1 272 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.5,10.2,6,9.8,2021,1 252 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,9.8,2021,1 242 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.5,9,5.8,9.8,2021,1 252 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,7.5,10.6,6.5,11.1,2021,1 247 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,8,10.6,6.5,11.1,2021,1 277 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Luxe),Бензин,1.6,123,Автомат,6,Передний,8,11.2,6.7,9.2,2021,1 277 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Sensory),Бензин,1.6,123,Автомат,6,Передний,8,12,6.6,11.1,2021,1 312 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Sensory),Бензин,1.6,128,Автомат,6,Передний,8,11,6.5,9.2,2021,1 518 185
Infiniti,QX50,Infiniti QX50 Внедорожник (Sensory),Бензин,2.0,150,Автомат,6,Передний,7.1,11,6.5,11.1,2021,1 312 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Sensory),Бензин,2.0,150,Автомат,6,Передний,7.1,11,6.5,11.1,2021,1 322 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Essential),Бензин,2.0,150,Автомат,6,Передний,7.5,9.9,6.5,11.1,2021,1 377 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Essential),Бензин,2.0,150,Автомат,6,Передний,7.5,11,6.5,11.1,2021,1 380 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Essential),Бензин,1.6,128,Автомат,6,Передний,7.5,11,6.5,11.1,2021,1 390 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Essential),Бензин,1.6,128,Автомат,6,Передний,8,11,6.5,11.1,2021,1 390 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Essential),Бензин,2.0,150,Автомат,6,Передний,7.5,11,6.5,11.1,2020,1 367 000
Infiniti,QX50,Infiniti QX50 Внедорожник (Sensory ProACTIVE),Бензин,2.0,150,Автомат,6,Передний,7.5,11,6.5,11.1,2021,1 382 000
Infiniti,QX60,Infiniti QX60 Внедорожник (Elegance + Roof rail),Бензин,2.0,150,Автомат,6,Передний,7.5,11,6.5,11.1,2021,1 090 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe),Бензин,2.0,150,Автомат,6,Передний,7,11,6.5,11.1,2021,1 342 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe),Бензин,2.0,150,Автомат,6,Передний,7,11.5,6.7,9.2,2021,1 352 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe Pro Active),Бензин,2.0,150,Автомат,6,Передний,8,11.5,6.7,9.2,2021,1 337 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe Pro Active),Бензин,2.5,180,Автомат,6,Передний,8,11.5,6.7,9.2,2021,1 362 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe Pro Active),Бензин,2.0,150,Автомат,6,Передний,8.3,11.5,6.7,11.1,2021,1 312 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe Pro Active),Бензин,2.5,180,Автомат,6,Передний,8.6,11.5,6.7,11.1,2021,1 347 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe Pro Active),Бензин,2.0,150,Автомат,6,Передний,8.1,11.5,6.7,11.1,2021,1 407 000
Infiniti,QX80,Infiniti QX80 Внедорожник (Luxe Pro Active),Бензин,2.0,150,Автомат,6,Передний,8.1,11.5,6.7,11.1,2021,1 409 000
Jaguar,F-PACE,Jaguar Новый F-PACE Внедорожник (S),Бензин,2.0,150,Автомат,6,Передний,8.1,11.5,6.7,11.1,2021,1 397 000
Jaguar,F-PACE,Jaguar Новый F-PACE Внедорожник (S),Бензин,2.0,150,Автомат,6,Передний,7.7,11.5,6.7,9.2,2021,1 379 000
Jaguar,F-PACE,Jaguar Новый F-PACE Внедорожник (R-Dynamic S),Бензин,2.0,150,Автомат,6,Передний,8.1,11.5,6.7,9.2,2021,1 447 000
Jaguar,F-PACE,Jaguar Новый F-PACE Внедорожник (R-Dynamic S),Бензин,2.0,150,Автомат,6,Передний,8.1,11.5,6.7,9.2,2021,1 457 000
Jaguar,F-PACE,Jaguar F-PACE Внедорожник (R Sport),Бензин,2.0,150,Механика,6,Передний,8.1,11,6.5,12.3,2021,1 507 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.0,150,Механика,6,Передний,8.1,11,6.5,12.3,2021,1 487 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.0,150,Механика,6,Передний,8.1,11,6.5,12.3,2021,1 549 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.0,150,Механика,6,Передний,8.1,11.1,6.5,12.3,2021,1 537 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.5,180,Механика,6,Передний,8.1,11.1,6.5,12.3,2021,1 539 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.5,180,Механика,6,Передний,8.4,11.1,6.5,12.3,2021,1 437 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.5,180,Автомат,6,Передний,8.4,11.1,6.5,12.1,2021,1 437 000
Jeep,Renegade,Jeep Renegade Внедорожник (Limited),Бензин,2.0,150,Автомат,6,Передний,8.4,11.5,6.7,12.1,2021,1 691 000
Jeep,Renegade,Jeep Renegade Внедорожник (Longitude),Бензин,2.0,150,Механика,6,Передний,8.4,11.5,6.7,12.1,2021,1 557 000
Jeep,Renegade,Jeep Renegade Внедорожник (Longitude),Бензин,2.0,150,Механика,6,Передний,8.4,11.5,6.7,12.1,2021,1 517 000
Jeep,Compass,Jeep Compass Внедорожник (Longitude),Бензин,2.0,150,Механика,6,Передний,8.4,11.5,6.7,12.1,2021,1 527 000
Jeep,Compass,Jeep Compass Внедорожник (Longitude),Бензин,2.0,150,Механика,6,Передний,8.4,7.7,5.4,12.1,2021,1 527 000
Jeep,Compass,Jeep Compass Внедорожник (Longitude),Бензин,2.5,180,Механика,6,Передний,8.4,7.7,5.4,12.1,2021,1 407 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,2.5,180,Автомат,6,Передний,8.4,7.7,5.4,10.7,2021,1 457 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,2.5,180,Автомат,6,Передний,8.4,11.1,6.5,10.7,2021,1 499 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.4,11.5,6.7,10.7,2021,1 970 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.1,11.5,6.7,10.7,2021,1 557 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.1,11.5,6.7,10.7,2021,1 372 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,1.6,123,Механика,6,Передний,8.1,9.7,6.3,10.7,2021,1 342 000
Jeep,Compass,Jeep Compass Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.1,9.7,6.3,10.7,2021,1 330 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.1,9.7,6.3,10.7,2021,1 127 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.1,9.7,6.3,10.7,2021,1 355 835
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,8.1,7.7,5.4,12.3,2021,1 650 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,12.3,2021,1 697 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,12.3,2021,2 377 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,12.3,2021,2 487 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,12.3,2021,1 947 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,6.3,7.7,5.4,12.1,2021,1 947 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,6.3,9.7,6.3,12.1,2021,1 964 850
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Передний,6.3,9.7,6.3,10.7,2021,2 292 650
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Механика,6,Передний,8.1,11.5,6.7,10.7,2021,2 037 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,8.4,11.5,6.7,10.7,2021,2 019 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Автомат,6,Полный,8.4,11.5,6.7,10.7,2021,2 037 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Механика,6,Полный,8.4,11.5,6.7,10.7,2021,2 037 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Limited),Бензин,1.6,123,Механика,6,Передний,7.6,11.5,6.7,11.3,2021,2 037 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,1.6,123,Механика,6,Передний,7.6,9.7,6.3,11.3,2021,2 037 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Механика,6,Передний,7.6,9.7,6.3,11.3,2021,2 137 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Механика,6,Передний,7.6,9.7,6.3,11.3,2021,2 119 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Механика,6,Передний,6.3,9.7,6.3,12.1,2021,2 119 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Автомат,6,Передний,6.3,7.7,5.4,12.1,2021,2 137 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Автомат,6,Передний,6.3,7.7,5.4,10.7,2021,2 137 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Автомат,6,Передний,6.3,7.7,5.4,10.7,2021,2 137 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Автомат,6,Передний,6.3,9.7,6.3,11.3,2021,2 137 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Автомат,6,Передний,6.3,7.7,5.4,10.7,2021,2 580 150
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,2.0,150,Автомат,6,Передний,7.6,7.7,5.4,10.7,2021,2 187 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,1.6,123,Автомат,6,Полный,7.6,7.7,5.4,10.7,2021,2 187 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,12.3,2021,2 669 050
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Overland),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,12.3,2021,2 087 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Полный,8.4,7.7,5.4,11.3,2021,2 382 650
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,8.4,7.7,5.4,11.3,2021,2 482 650
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,8.4,7.7,5.4,11.8,2021,2 187 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,7.6,7.7,5.4,9.6,2021,2 187 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,7.6,7.7,5.4,11.1,2021,2 427 650
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,7.6,9.7,6.3,11.1,2021,2 287 000
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,7.6,9.7,6.3,11.1,2021,2 452 740
Jeep,Grand Cherokee,Jeep Grand Cherokee Внедорожник (Trailhawk),Бензин,1.6,123,Автомат,6,Передний,6.3,9.7,6.3,10.8,2021,2 652 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sport),Бензин,2.0,150,Автомат,6,Передний,6.3,9.7,6.3,11.1,2021,2 652 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sport),Бензин,2.0,150,Автомат,6,Передний,6.3,12.6,7.3,11.1,2021,2 302 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sport),Бензин,1.6,123,Автомат,6,Полный,7.6,12.6,7.3,11.1,2021,2 384 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sport),Бензин,1.6,123,Автомат,6,Полный,6.3,12.6,7.3,11.1,2021,2 548 935
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sport),Бензин,1.6,123,Автомат,6,Полный,6.3,12.6,7.3,11.1,2021,2 402 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sport),Бензин,2.0,150,Автомат,6,Передний,6.3,12.6,7.3,11.1,2021,2 402 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sahara),Бензин,2.0,150,Механика,6,Передний,6.3,12.6,7.3,11.1,2021,2 437 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Sahara),Бензин,2.0,150,Механика,6,Передний,6.3,12.6,7.3,11.6,2021,2 437 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Rubicon),Бензин,2.0,150,Автомат,6,Полный,6.3,12.6,7.3,11.6,2021,2 437 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Rubicon),Бензин,2.0,150,Автомат,6,Полный,6.3,12.6,7.3,11.6,2021,2 648 050
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Rubicon),Бензин,2.0,150,Автомат,6,Полный,6.3,12.6,7.3,11.6,2021,2 537 000
Jeep,Wrangler 3D,Jeep Wrangler 3D Внедорожник (Rubicon),Бензин,2.0,150,Автомат,6,Полный,6.3,12.6,7.3,11.6,2021,2 537 000
Jeep,Wrangler 5D,Jeep Wrangler 5D Внедорожник (Sport),Бензин,1.6,123,Автомат,6,Передний,6.3,12.6,7.3,11.6,2021,2 537 000
